date,close
2025-01-04,98209.85
2024-12-08,101174.99
2024-12-07,99929.32
2024-10-15,67056.60
2024-08-17,59497.49
2024-06-11,67316.53
2025-02-11,95774.08
2025-02-10,97444.41
2024-09-28,65858.99
2024-09-26,65177.21
2024-08-16,58888.99
2024-08-08,61705.58
2025-05-19,105616.18
2025-03-08,86206.69
2025-01-27,102062.42
2024-12-27,94171.89
2024-08-05,54029.12
2024-07-10,57712.59
2025-03-10,78544.71
2024-10-11,62518.75
2024-09-29,65600.01
2024-08-10,60935.02
2024-07-27,67899.41
2024-06-27,61615.39
2025-02-13,96625.29
2025-01-28,101290.00
2025-03-23,86092.94
2024-12-11,101202.11
2024-08-22,60383.29
2024-07-24,65366.40
2024-07-19,66707.61
2024-12-24,98594.47
2024-11-20,94393.15
2024-10-20,69014.86
2024-10-18,68426.11
2024-07-18,63982.86
2024-06-29,60885.67
2025-05-09,102986.96
2025-01-29,103747.25
2024-12-31,93354.22
2024-09-09,57053.90
2024-08-15,57543.61
2024-06-15,66192.00
2025-04-22,93489.10
2025-04-19,85074.99
2025-03-06,89921.85
2025-02-07,96537.08
2024-11-29,97490.56
2024-11-28,95665.53
2024-09-27,65789.00
2024-08-04,58130.95
2025-05-07,97058.32
2025-05-03,95861.33
2024-11-04,67807.48
2024-10-26,67012.56
2024-06-14,66004.39
2025-04-26,94666.64
2025-01-17,104107.00
2024-12-02,95862.89
2024-08-02,61418.06
2025-05-08,103253.49
2025-04-29,94271.09
2025-04-21,87522.07
2025-02-26,84111.78
2025-02-22,96582.12
2025-01-16,99981.78
2024-12-15,104447.76
2024-06-24,60263.00
2024-10-05,62051.29
2025-03-14,83980.49
2025-03-04,87249.96
2025-01-03,98136.51
